Localidade,Provincia,Nivel,Tipo,Familia ou rama,Estudo,Centro ou sede,Universidade,Campus,Prazas,Fonte
A Coruña,A Coruña,Grao Medio,fpgm,Artes gráficas,Impresión gráfica,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,"Madeira, moble e cortiza",Instalación e amoblamento,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Mecanizado,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Artes gráficas,Preimpresión dixital,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Artes gráficas,Deseño e xestión da produción gráfica,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Mecatrónica industrial,IES Rosalía Mera,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,IES Urbano Lugrís,,,36,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,IES Urbano Lugrís,,,18,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Implementación de redes 5G,IES Urbano Lugrís,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,IES Urbano Lugrís,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,IES Urbano Lugrís,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,IES Urbano Lugrís,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións en linguaxe Python,IES Urbano Lugrís,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Mantemento electrónico,IES Urbano Lugrís,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas de telecomunicacións e informáticos,IES Urbano Lugrís,,,44,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,IES Urbano Lugrís,,,22,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR Afundación A Coruña,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,CPR Afundación A Coruña,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CPR Afundación A Coruña,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións web,CPR Afundación A Coruña,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,CPR Aula Nosa,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Cervantes,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CPR Cruz Roja Española,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,CPR Cruz Roja Española,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Imaxe para o diagnóstico e medicina nuclear,CPR Cruz Roja Española,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,CPR Cruz Roja Española,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Informática e comunicacións,Informática e comunicacións,CPR Nebrija Torre de Hércules,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Administración e xestión,Servizos administrativos,CPR Nebrija Torre de Hércules,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CPR Nebrija Torre de Hércules,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,CPR Nebrija Torre de Hércules,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Nebrija Torre de Hércules,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Química,Planta química,CPR Plurilingüe Cristo Rey,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Comercio e márketing,Servizos comerciais,CPR Plurilingüe Fogar de Santa Margarida,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CPR Plurilingüe Fogar de Santa Margarida,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Plurilingüe Karbo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CPR Plurilingüe Karbo,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Básico,fpb,Administración e xestión,Servizos administrativos,CPR Plurilingüe La Grande Obra de Atocha,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CPR Plurilingüe La Grande Obra de Atocha,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Educación infantil,CPR Plurilingüe La Grande Obra de Atocha,,,30,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Medio,fpgm,Sanidade,Emerxencias sanitarias,CPR Plurilingüe Liceo La Paz,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CPR Plurilingüe Liceo La Paz,,,20,https://www.edu.xunta.gal/fp/oferta-fp
A Coruña,A Coruña,Grao Superior,fpgs,Comercio e márketing,Transporte e loxística,CPR Plurilingüe Liceo La Paz,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Básico,fpb,Actividades físicas e deportivas,Acceso e conservación en instalacións deportivas,CIFP Universidade Laboral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,CIFP Universidade Laboral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Básico,fpb,Fabricación mecánica,Fabricación e montaxe,CIFP Universidade Laboral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Básico,fpb,Electricidade e electrónica,Instalacións electrotécnicas e mecánica,CIFP Universidade Laboral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de embarcacións deportivas e de recreo,CIFP Universidade Laboral,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Actividades físicas e deportivas,Guía no medio natural e de tempo libre,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Instalacións frigoríficas e de climatización,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Marítimo-pesqueira,Mantemento e control de maquinaria de buques e embarcacións,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Medio,fpgm,Marítimo-pesqueira,Navegación e pesca de litoral,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Actividades físicas e deportivas,Acondicionamento físico,CIFP Universidade Laboral,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Actividades físicas e deportivas,Acondicionamento físico (quenda de tarde),CIFP Universidade Laboral,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Ciberseguridade en contornos das tecnoloxías de operación,CIFP Universidade Laboral,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Desenvolvemento de proxectos de instalacións térmicas e de fluídos,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Enerxía e auga,Eficiencia enerxética e enerxía solar térmica,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Enerxía e auga,Enerxías renovables,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Actividades físicas e deportivas,Ensinanza e animación sociodeportiva,CIFP Universidade Laboral,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Fabricación intelixente,CIFP Universidade Laboral,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Mantemento de instalacións térmicas e de fluídos,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Mecatrónica industrial,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Instalación e mantemento,Modelaxe da información da construción (BIM),CIFP Universidade Laboral,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Marítimo-pesqueira,Organización do mantemento de maquinaria de buques e embarcacións,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Seguridade e medio ambiente,Prevención en riscos profesionais,CIFP Universidade Laboral,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Robótica colaborativa,CIFP Universidade Laboral,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas de telecomunicacións e informáticos,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas electrotécnicos e automatizados,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Marítimo-pesqueira,Transporte marítimo e pesca de altura,CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Culleredo,A Coruña,Grao Superior,fpgs,Marítimo-pesqueira,Transporte marítimo e pesca de altura (quenda de tarde),CIFP Universidade Laboral,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Curtis,A Coruña,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,IES de Curtis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Curtis,A Coruña,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de vehículos,IES de Curtis,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Curtis,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,IES de Curtis,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Curtis,A Coruña,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,IES de Curtis,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Básico,fpb,Fabricación mecánica,Fabricación e montaxe,IES de Fene,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Básico,fpb,Transporte e mantemento de vehículos,Mantemento de vehículos,IES de Fene,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,IES de Fene,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Instalacións frigoríficas e de climatización,IES de Fene,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Medio,fpgm,Instalación e mantemento,Mantemento electromecánico,IES de Fene,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Fene,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,IES de Fene,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Básico,fpb,"Madeira, moble e cortiza",Carpintaría e moble,CIFP Ferrolterra,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Básico,fpb,Electricidade e electrónica,Electricidade e electrónica,CIFP Ferrolterra,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,"Madeira, moble e cortiza",Carpintaría e moble,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Carrozaría,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Electromecánica de vehículos automóbiles,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións de telecomunicacións,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Electricidade e electrónica,Instalacións eléctricas e automáticas,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Transporte e mantemento de vehículos,Mantemento de estruturas de madeira e moblaxe de embarcacións de,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Mecanizado,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Fabricación mecánica,Soldadura e caldeiraría,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Automatización e robótica industrial,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Transporte e mantemento de vehículos,Automoción,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Fabricación mecánica,Construcións metálicas (quenda de tarde),CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Fabricación mecánica,Deseño en fabricación mecánica,CIFP Ferrolterra,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Fabricación mecánica,Fabricación aditiva,CIFP Ferrolterra,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Robótica colaborativa,CIFP Ferrolterra,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Electricidade e electrónica,Sistemas de telecomunicacións e informáticos,CIFP Ferrolterra,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Básico,fpb,Artes gráficas,Artes gráficas,CIFP Leixa,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Servizos socioculturais e á comunidade,Atención a persoas en situación de dependencia,CIFP Leixa,,,25,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Sanidade,Farmacia e parafarmacia,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Artes gráficas,Impresión gráfica,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Artes gráficas,Preimpresión dixital,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Animación sociocultural e turística,CIFP Leixa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Artes gráficas,Deseño e edición de publicacións impresas e multimedia,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Servizos socioculturais e á comunidade,Educación infantil,CIFP Leixa,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Sanidade,Hixiene bucodental,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Sanidade,Laboratorio clínico e biomédico,CIFP Leixa,,,22,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Básico,fpb,Informática e comunicacións,Informática de oficina,CIFP Rodolfo Ucha Piñeiro,,,18,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Comercio e márketing,Actividades comerciais,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Informática e comunicacións,Sistemas microinformáticos e redes,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Medio,fpgm,Administración e xestión,Xestión administrativa,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Administración de sistemas informáticos en rede,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Administración e xestión,Administración e finanzas,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Administración e xestión,Asistencia á dirección,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Ciberseguridade en contornos das tecnoloxías da información,CIFP Rodolfo Ucha Piñeiro,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións en linguaxe Python,CIFP Rodolfo Ucha Piñeiro,,,20,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións multiplataforma,CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
Ferrol,A Coruña,Grao Superior,fpgs,Informática e comunicacións,Desenvolvemento de aplicacións web (quenda de tarde),CIFP Rodolfo Ucha Piñeiro,,,30,https://www.edu.xunta.gal/fp/oferta-fp
