Tipo,Nivel,Modalidade,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familia_ou_rama,Codigo_estudo,Nome_do_estudo,Prazas,Fonte
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,30230,Química,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,30240,Relacións Laborais e Recursos Humanos,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,30250,Tradución e Interpretación: Español - Inglés,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,30260,Tradución e Interpretación: Español - Francés,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,30270,Tradución e Interpretación: Galego - Inglés,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,31010,Administración e Dirección de Empresas e Dereito,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,31020,Enxeñaría Biomédica e Enxeñaría Electrónica Industrial e Automática,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,31030,Enxeñaría Biomédica e Enxeñaría Mecánica,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Vigo,Universidade de Vigo - Campus de Vigo,"Universidade de Vigo - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidade de Vigo,Campus de Vigo,Graos universitarios,31040,Enxeñaría Mecánica e Enxeñaría Electrónica Industrial e Automática,,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,Pontevedra,Marín,Centro Universitario de Defensa na Escola Naval Militar de Marín,"Centro Universitario de Defensa na Escola Naval Militar de Marín, Marín, Pontevedra, Galicia, España",Universidade de Vigo,Centro Universitario de Defensa - Marín,Graos universitarios,CUD-MARIN,Enxeñaría en Mecánica (Centro Adscrito),,https://ciug.gal/PDF/2025/ACCESO/preins_anexo_II.pdf
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Administración e Dirección de Empresas / Business Administration,,https://uie.edu/
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Administración de Negocios Dixitais / Digital Business Administration,,https://uie.edu/
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Dereito / Law,,https://uie.edu/
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Psicoloxía / Psychology,,https://uie.edu/
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Enxeñaría da Empresa / Business Engineering,,https://uie.edu/
Grao,Grao,Universidade,A Coruña,A Coruña,UIE - Campus da Coruña,"UIE - Campus da Coruña, A Coruña, A Coruña, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus da Coruña,Graos universitarios,,Enxeñaría en Sistemas Intelixentes / Intelligent Systems Engineering,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Administración e Dirección de Empresas / Business Administration,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Administración de Negocios Dixitais / Digital Business Administration,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Dereito / Law,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Psicoloxía / Psychology,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Enxeñaría da Empresa / Business Engineering,,https://uie.edu/
Grao,Grao,Universidade,Pontevedra,Vigo,UIE - Campus de Vigo,"UIE - Campus de Vigo, Vigo, Pontevedra, Galicia, España",Universidad Intercontinental de la Empresa (UIE),Campus de Vigo,Graos universitarios,,Enxeñaría en Sistemas Intelixentes / Intelligent Systems Engineering,,https://uie.edu/
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario de Arqueoloxía e Ciencias da Antigüidade,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Ensino do Español como Lingua Estranxeira ou Segunda Lingua,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Estudos da Literatura e da Cultura,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Estudos Ingleses Avanzados e as súas Aplicacións,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,"Máster Universitario en Estudos Medievais Europeos: Imaxes, Textos e Contextos",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Filosofía: Coñecemento e Cidadanía,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Historia Contemporánea (3ª ed),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Historia Moderna: Monarquía de España Séculos XVI-XVIII,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Lingüística Aplicada,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Patrimonio Cultural Dixital,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Artes e Humanidades,,Máster Universitario en Servizos Culturais (4ª edición),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario en Xestión da Arte e o Patrimonio Cultural,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Artes e Humanidades,,Máster Universitario Erasmus Mundus en Lexicografía (2ª ed),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Acuicultura,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias,,Máster Universitario en Biociencias Moleculares [L],,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Biociencias Moleculares [S],,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,"Máster Universitario en Biodiversidade Terrestre: Caracterización, Conservación e Xestión",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Biofabricación,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Bioloxía Mariña,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Ciencia e Tecnoloxías de Información Cuántica,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,"Máster Universitario en Enerxías Renovables, Cambio Climático e Desenvolvemento Sustentable",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Física,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias,,"Máster Universitario en Innovación en Nutrición, Seguridade e Tecnoloxía Alimentarias",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Investigación Química e Química Industrial,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Matemáticas,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Materiais Avanzados / Advanced Materials,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Química na Fronteira coa Bioloxía e a Ciencia de Materiais,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Química Orgánica,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias,,Máster Universitario en Técnicas Estatísticas,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,"Máster Universitario en Atención Sanitaria, Xestión e Coidados",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,"Máster Universitario en Condicionantes Xenéticos, Nutricionais e Ambientais do Crecemento e Desenvolvemento NUTRENVIGEN G+D Factors",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Investigación Biomédica,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Investigación e Desenvolvemento de Medicamentos,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Neurociencia,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Optometría,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Prevención e Abordaxe Multidisciplinar das Drogodependencias e Condutas Aditivas,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Psicoloxía Xeral Sanitaria,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Psicoxerontoloxía,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Saúde Pública,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias da Saúde,,Máster Universitario en Xenómica e Xenética,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias da Saúde,,Máster Universitario en Xerontoloxía (3ª edición),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Avogacía e Procuradoría,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Dereito Transnacional da Empresa e das Tecnoloxías Dixitais,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Desenvolvemento Económico e Innovación (3ª ed),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias Sociais e Xurídicas,,Máster Universitario en Dirección de Actividades Educativas na Natureza,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias Sociais e Xurídicas,,Máster Universitario en Dirección de Empresas (2ª ed),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Dirección de Empresas (2ª ed),,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Dirección e Xestión Contable e Financeira,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Economía,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Economía Circular,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Estudos Internacionais,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Goberno Local e Políticas Públicas Innovadoras,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,"Máster Universitario en Igualdade, Xénero e Educación",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Investigación e Innovación en Didácticas Específicas para Educación Infantil e Primaria,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,"Máster Universitario en Investigación en Educación, Diversidade Cultural e Desenvolvemento Comunitario",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Planificación e Xestión Territorial,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,Máster Universitario en Procesos de Formación,,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,A Coruña,Santiago de Compostela,USC - Campus de Santiago de Compostela,"USC - Campus de Santiago de Compostela, Santiago de Compostela, A Coruña, Galicia, España",Universidade de Santiago de Compostela,Campus de Santiago de Compostela,Ciencias Sociais e Xurídicas,,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Ciencias Experimentais, Matemáticas, Tecnoloxía e Informática",,https://www.usc.gal/gl/estudos/masteres
Máster,Máster,Universidade,Lugo,Lugo,USC - Campus de Lugo,"USC - Campus de Lugo, Lugo, Lugo, Galicia, España",Universidade de Santiago de Compostela,Campus de Lugo,Ciencias Sociais e Xurídicas,,"Máster Universitario en Profesorado ESO, Bacharelato, FP e Ensinanzas de Idiomas. Especialidade Ciencias Experimentais, Matemáticas, Tecnoloxía e Informática",,https://www.usc.gal/gl/estudos/masteres
