Tipo,Nivel,Modalidade,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familia_ou_rama,Codigo_estudo,Nome_do_estudo,Prazas,Fonte
FP,FP,FP básica,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001300,Actividades de panadaría e pastelaría,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arzúa,IES de Arzúa,"IES de Arzúa, Arzúa, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Arzúa,IES de Arzúa,"IES de Arzúa, Arzúa, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Betanzos,IES As Mariñas,"IES As Mariñas, Betanzos, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Betanzos,IES As Mariñas,"IES As Mariñas, Betanzos, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Boiro,IES Espiñeira,"IES Espiñeira, Boiro, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001100,Informática e comunicacións,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Cambre,IES Afonso X O Sabio,"IES Afonso X O Sabio, Cambre, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Carballo,IES Isidro Parga Pondal,"IES Isidro Parga Pondal, Carballo, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Cedeira,IES Punta Candieira,"IES Punta Candieira, Cedeira, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Cedeira,IES Punta Candieira,"IES Punta Candieira, Cedeira, A Coruña, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Cee,IES Fernando Blanco,"IES Fernando Blanco, Cee, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Cee,IES Fernando Blanco,"IES Fernando Blanco, Cee, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001200,Aloxamento e lavandaría,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,"Téxtil, confección e pel",D1TCP001100,Arranxos e reparación de artigos téxtiles e de pel,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,"Téxtil, confección e pel",D1TCP001200,Tapizaría e cortinaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,Edificación e obra civil,D1EOC001100,Reforma e mantemento de edificios,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Fernando Wirtz Suárez,"IES Fernando Wirtz Suárez, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001100,Informática e comunicacións,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,Artes gráficas,D1ARG001100,Artes gráficas,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Urbano Lugrís,"IES Urbano Lugrís, A Coruña, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Coruña,IES Urbano Lugrís,"IES Urbano Lugrís, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Aula Nosa,"CPR Aula Nosa, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001100,Informática e comunicacións,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CPR Plurilingüe La Grande Obra de Atocha,"CPR Plurilingüe La Grande Obra de Atocha, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Actividades físicas e deportivas,D1AFD001100,Acceso e conservación en instalacións deportivas,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001200,Instalacións electrotécnicas e mecánica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Culleredo,CIFP Universidade Laboral,"CIFP Universidade Laboral, Culleredo, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001200,Mantemento de embarcacións deportivas e de recreo,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Curtis,IES de Curtis,"IES de Curtis, Curtis, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Curtis,IES de Curtis,"IES de Curtis, Curtis, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Fene,IES de Fene,"IES de Fene, Fene, A Coruña, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Fene,IES de Fene,"IES de Fene, Fene, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ferrol,CIFP Ferrolterra,"CIFP Ferrolterra, Ferrol, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ferrol,CIFP Ferrolterra,"CIFP Ferrolterra, Ferrol, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ferrol,CIFP Leixa,"CIFP Leixa, Ferrol, A Coruña, Galicia, España",,,Artes gráficas,D1ARG001100,Artes gráficas,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ferrol,CIFP Rodolfo Ucha Piñeiro,"CIFP Rodolfo Ucha Piñeiro, Ferrol, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ferrol,IES Ricardo Carvalho Calero,"IES Ricardo Carvalho Calero, Ferrol, A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,36,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Agra de Leborís,"IES Agra de Leborís, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Melide,IES de Melide,"IES de Melide, Melide, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Mugardos,IES de Mugardos,"IES de Mugardos, Mugardos, A Coruña, Galicia, España",,,Agraria,D1AGA001100,Agroxardinaría e composicións florais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Muros,IES Plurilingüe Fontexería,"IES Plurilingüe Fontexería, Muros, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Narón,CPR Santiago Apóstol,"CPR Santiago Apóstol, Narón, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Negreira,IES Xulián Magariños,"IES Xulián Magariños, Negreira, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Noia,IES Campo de San Alberto,"IES Campo de San Alberto, Noia, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Oleiros,IES María Casares,"IES María Casares, Oleiros, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ordes,IES Ordes,"IES Ordes, Ordes, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ordes,IES Ordes,"IES Ordes, Ordes, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES de Ortigueira,"IES de Ortigueira, CPR, EFAG: Centro privado coas ensinanzas concertadas., A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,A Pobra do Caramiñal,CPR Divino Maestro,"CPR Divino Maestro, A Pobra do Caramiñal, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,20,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ponteceso,IES Eduardo Pondal,"IES Eduardo Pondal, Ponteceso, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,D1SSC001100,Actividades domésticas e limpeza de edificios,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ponteceso,IES Eduardo Pondal,"IES Eduardo Pondal, Ponteceso, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,As Pontes de García Rodríguez,IES Plurilingüe Castro da Uz,"IES Plurilingüe Castro da Uz, As Pontes de García Rodríguez, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,As Pontes de García Rodríguez,IES Plurilingüe Castro da Uz,"IES Plurilingüe Castro da Uz, As Pontes de García Rodríguez, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Rianxo,IES Félix Muriel,"IES Félix Muriel, Rianxo, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,D1SSC001100,Actividades domésticas e limpeza de edificios,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Industrias alimentarias,D1INA001100,Industrias alimentarias,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Ribeira,IES Leliadoura,"IES Leliadoura, Ribeira, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001100,Informática e comunicacións,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001200,Aloxamento e lavandaría,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Artes gráficas,D1ARG001100,Artes gráficas,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Hostalaría e turismo,D1HOT001100,Cociña e restauración,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, Santiago de Compostela, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",D1MAM001100,Carpintaría e moble,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,IES A Pontepedriña,"IES A Pontepedriña, Santiago de Compostela, A Coruña, Galicia, España",,,Comercio e márketing,D1COM001100,Servizos comerciais,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, Santiago de Compostela, A Coruña, Galicia, España",,,Actividades físicas e deportivas,D1AFD001100,Acceso e conservación en instalacións deportivas,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, Santiago de Compostela, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,IES As Fontiñas,"IES As Fontiñas, Santiago de Compostela, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Santiago de Compostela,IES Lamas de Abade,"IES Lamas de Abade, Santiago de Compostela, A Coruña, Galicia, España",,,Imaxe persoal,D1IMP001100,Peiteado e estética,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Vimianzo,IES Terra de Soneira,"IES Terra de Soneira, Vimianzo, A Coruña, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,A Coruña,Zas,IES Maximino Romero de Lema,"IES Maximino Romero de Lema, Zas, A Coruña, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Becerreá,IES de Becerreá,"IES de Becerreá, Becerreá, Lugo, Galicia, España",,,Electricidade e electrónica,D1ELE001100,Electricidade e electrónica,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Burela,IES Perdouro,"IES Perdouro, Burela, Lugo, Galicia, España",,,Fabricación mecánica,D1FME001100,Fabricación e montaxe,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Burela,IES Perdouro,"IES Perdouro, Burela, Lugo, Galicia, España",,,Administración e xestión,D1ADG001100,Servizos administrativos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Castro de Rei,"IES da Terra Chá, José Trapero Pardo","IES da Terra Chá, José Trapero Pardo, Castro de Rei, Lugo, Galicia, España",,,Agraria,D1AGA001200,Actividades agropecuarias,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Cervo,IES Marqués de Sargadelos,"IES Marqués de Sargadelos, Cervo, Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Chantada,IES Val do Asma,"IES Val do Asma, Chantada, Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,Chantada,IES Val do Asma,"IES Val do Asma, Chantada, Lugo, Galicia, España",,,Transporte e mantemento de vehículos,D1TMV001100,Mantemento de vehículos,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,A Fonsagrada,IES Plurilingüe Fontem Albei,"IES Plurilingüe Fontem Albei, A Fonsagrada, Lugo, Galicia, España",,,Agraria,D1AGA001200,Actividades agropecuarias,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
FP,FP,FP básica,Lugo,A Fonsagrada,IES Plurilingüe Fontem Albei,"IES Plurilingüe Fontem Albei, A Fonsagrada, Lugo, Galicia, España",,,Informática e comunicacións,D1IFC001200,Informática de oficina,18,i_portal_oferta_clasificada_por_prov_concello_fp_basica.pdf
