Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
CIFP Paseo das Pontes · A Coruña,FP básica,A Coruña,A Coruña,CIFP Paseo das Pontes,"CIFP Paseo das Pontes, A Coruña, A Coruña, Galicia, España",,,"Hostalaría e turismo | Téxtil, confección e pel",Oferta ordinaria,3,Aloxamento e lavandaría (Oferta ordinaria) || Arranxos e reparación de artigos téxtiles e de pel (Oferta ordinaria) || Tapizaría e cortinaxe (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Someso · A Coruña,FP básica,A Coruña,A Coruña,CIFP Someso,"CIFP Someso, A Coruña, A Coruña, Galicia, España",,,"Edificación e obra civil | Fabricación mecánica | Imaxe persoal | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,5,Carpintaría e moble (Oferta ordinaria) || Fabricación e montaxe (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria) || Reforma e mantemento de edificios (Oferta ordinaria),108,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Aula Nosa · A Coruña,FP básica,A Coruña,A Coruña,CPR Aula Nosa,"CPR Aula Nosa, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Nebrija Torre de Hércules · A Coruña,FP básica,A Coruña,A Coruña,CPR Nebrija Torre de Hércules,"CPR Nebrija Torre de Hércules, A Coruña, A Coruña, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Informática e comunicacións (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),40,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe Fogar de Santa Margarida · A Coruña,FP básica,A Coruña,A Coruña,CPR Plurilingüe Fogar de Santa Margarida,"CPR Plurilingüe Fogar de Santa Margarida, A Coruña, A Coruña, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe La Grande Obra de Atocha · A Coruña,FP básica,A Coruña,A Coruña,CPR Plurilingüe La Grande Obra de Atocha,"CPR Plurilingüe La Grande Obra de Atocha, A Coruña, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Servizos administrativos (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Wirtz Suárez · A Coruña,FP básica,A Coruña,A Coruña,IES Fernando Wirtz Suárez,"IES Fernando Wirtz Suárez, A Coruña, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática e comunicacións (quenda de tarde) (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Menéndez Pidal · A Coruña,FP básica,A Coruña,A Coruña,IES Ramón Menéndez Pidal,"IES Ramón Menéndez Pidal, A Coruña, A Coruña, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Rosalía Mera · A Coruña,FP básica,A Coruña,A Coruña,IES Rosalía Mera,"IES Rosalía Mera, A Coruña, A Coruña, Galicia, España",,,"Artes gráficas | Fabricación mecánica | Madeira, moble e cortiza",Oferta ordinaria,3,Artes gráficas (Oferta ordinaria) || Carpintaría e moble (Oferta ordinaria) || Fabricación e montaxe (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Urbano Lugrís · A Coruña,FP básica,A Coruña,A Coruña,IES Urbano Lugrís,"IES Urbano Lugrís, A Coruña, A Coruña, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Informática de oficina (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Agra de Leborís · A Laracha,FP básica,A Coruña,A Laracha,IES Agra de Leborís,"IES Agra de Leborís, A Laracha, A Coruña, Galicia, España",,,Imaxe persoal,Oferta ordinaria,1,Peiteado e estética (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Divino Maestro · A Pobra do Caramiñal,FP básica,A Coruña,A Pobra do Caramiñal,CPR Divino Maestro,"CPR Divino Maestro, A Pobra do Caramiñal, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Servizos administrativos (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Ames · Ames,FP básica,A Coruña,Ames,IES Plurilingüe de Ames,"IES Plurilingüe de Ames, Ames, A Coruña, Galicia, España",,,Agraria | Imaxe persoal,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Agarimo · Arteixo,FP básica,A Coruña,Arteixo,CPR Agarimo,"CPR Agarimo, Arteixo, A Coruña, Galicia, España",,,"Agraria | Hostalaría e turismo | Madeira, moble e cortiza",Oferta ordinaria,3,Agroxardinaría e composicións florais (Oferta ordinaria) || Carpintaría e moble (Oferta ordinaria) || Cociña e restauración (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Sabón · Arteixo,FP básica,A Coruña,Arteixo,IES de Sabón,"IES de Sabón, Arteixo, A Coruña, Galicia, España",,,Electricidade e electrónica | Hostalaría e turismo,Oferta ordinaria,3,Actividades de panadaría e pastelaría (Oferta ordinaria) || Cociña e restauración (Oferta ordinaria) || Electricidade e electrónica (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Arzúa · Arzúa,FP básica,A Coruña,Arzúa,IES de Arzúa,"IES de Arzúa, Arzúa, A Coruña, Galicia, España",,,Administración e xestión | Agraria,Oferta ordinaria,2,Agroxardinaría e composicións florais (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Castro da Uz · As Pontes de García Rodríguez,FP básica,A Coruña,As Pontes de García Rodríguez,IES Plurilingüe Castro da Uz,"IES Plurilingüe Castro da Uz, As Pontes de García Rodríguez, A Coruña, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Mariñas · Betanzos,FP básica,A Coruña,Betanzos,IES As Mariñas,"IES As Mariñas, Betanzos, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Espiñeira · Boiro,FP básica,A Coruña,Boiro,IES Espiñeira,"IES Espiñeira, Boiro, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática e comunicacións (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Afonso X O Sabio · Cambre,FP básica,A Coruña,Cambre,IES Afonso X O Sabio,"IES Afonso X O Sabio, Cambre, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Isidro Parga Pondal · Carballo,FP básica,A Coruña,Carballo,IES Isidro Parga Pondal,"IES Isidro Parga Pondal, Carballo, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Monte Neme · Carballo,FP básica,A Coruña,Carballo,IES Monte Neme,"IES Monte Neme, Carballo, A Coruña, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica | Hostalaría e turismo,Oferta ordinaria,3,Cociña e restauración (Oferta ordinaria) || Electricidade e electrónica (Oferta ordinaria) || Fabricación e montaxe (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Punta Candieira · Cedeira,FP básica,A Coruña,Cedeira,IES Punta Candieira,"IES Punta Candieira, Cedeira, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Servizos comerciais (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Fernando Blanco · Cee,FP básica,A Coruña,Cee,IES Fernando Blanco,"IES Fernando Blanco, Cee, A Coruña, Galicia, España",,,Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
